"u(x,t)",x,t
1.2246467991473532e-16,-1.0,0.0
0.12787716168450605,-0.9591836734693877,0.0
0.25365458390950735,-0.9183673469387755,0.0
0.3752670048793745,-0.8775510204081632,0.0
0.49071755200393774,-0.8367346938775511,0.0
0.5981105304912161,-0.7959183673469388,0.0
0.6956825506034865,-0.7551020408163265,0.0
0.7818314824680299,-0.7142857142857143,0.0
0.8551427630053462,-0.6734693877551021,0.0
0.9144126230158125,-0.6326530612244898,0.0
0.9586678530366607,-0.5918367346938775,0.0
0.9871817834144501,-0.5510204081632654,0.0
0.9994862162006879,-0.5102040816326531,0.0
0.9953791129491982,-0.4693877551020409,0.0
0.9749279121818236,-0.4285714285714286,0.0
0.9384684220497604,-0.3877551020408164,0.0
0.8865993063730001,-0.34693877551020413,0.0
0.8201722545969559,-0.30612244897959184,0.0
0.7402779970753157,-0.26530612244897966,0.0
0.6482283953077884,-0.22448979591836737,0.0
0.5455349012105488,-0.1836734693877552,0.0
0.43388373911755823,-0.1428571428571429,0.0
0.315108218023621,-0.10204081632653073,0.0
0.1911586287013725,-0.061224489795918435,0.0
0.06407021998071298,-0.020408163265306145,0.0
-0.06407021998071298,0.020408163265306145,0.0
-0.19115862870137182,0.06122448979591821,0.0
-0.3151082180236204,0.1020408163265305,0.0
-0.4338837391175579,0.1428571428571428,0.0
-0.5455349012105486,0.18367346938775508,0.0
-0.648228395307788,0.22448979591836715,0.0
-0.7402779970753152,0.26530612244897944,0.0
-0.8201722545969556,0.30612244897959173,0.0
-0.886599306373,0.346938775510204,0.0
-0.9384684220497604,0.3877551020408163,0.0
-0.9749279121818234,0.4285714285714284,0.0
-0.9953791129491981,0.46938775510204067,0.0
-0.9994862162006879,0.510204081632653,0.0
-0.9871817834144502,0.5510204081632653,0.0
-0.9586678530366608,0.5918367346938773,0.0
-0.9144126230158127,0.6326530612244896,0.0
-0.8551427630053464,0.6734693877551019,0.0
-0.7818314824680301,0.7142857142857142,0.0
-0.6956825506034865,0.7551020408163265,0.0
-0.5981105304912165,0.7959183673469385,0.0
-0.4907175520039385,0.8367346938775508,0.0
-0.3752670048793745,0.8775510204081631,0.0
-0.2536545839095078,0.9183673469387754,0.0
-0.12787716168450605,0.9591836734693877,0.0
-1.2246467991473532e-16,1.0,0.0
1.2246467991473532e-16,-1.0,0.0
-1.1395168121182165e-16,1.0,0.02040816326530612
1.0920594377556297e-16,-1.0,0.04081632653061224
1.0404360413870363e-16,-1.0,0.061224489795918366
9.896732454822607e-17,-1.0,0.08163265306122448
9.479945370296941e-17,-1.0,0.1020408163265306
-8.815243934008874e-17,1.0,0.12244897959183673
-8.364339011276601e-17,1.0,0.14285714285714285
-7.978725287952532e-17,1.0,0.16326530612244897
-7.492073835904913e-17,1.0,0.18367346938775508
-7.220863048722478e-17,1.0,0.2040816326530612
-6.936405565710848e-17,1.0,0.22448979591836732
6.643495037204291e-17,-1.0,0.24489795918367346
-6.650655626499071e-17,1.0,0.26530612244897955
6.653378046022132e-17,-1.0,0.2857142857142857
6.523582600561691e-17,-1.0,0.3061224489795918
5.774952925595987e-17,-1.0,0.32653061224489793
-6.058658960719777e-17,1.0,0.3469387755102041
-5.430169749748141e-17,1.0,0.36734693877551017
-5.315905506175528e-17,1.0,0.3877551020408163
-5.1402986422382174e-17,1.0,0.4081632653061224
4.977553881028364e-17,-1.0,0.42857142857142855
-4.8735828254004646e-17,1.0,0.44897959183673464
-4.722124947902765e-17,1.0,0.4693877551020408
-4.629798456261534e-17,1.0,0.4897959183673469
4.545920116468874e-17,-1.0,0.5102040816326531
4.466033096105943e-17,-1.0,0.5306122448979591
-4.297335248741819e-17,1.0,0.5510204081632653
-4.218043072992055e-17,1.0,0.5714285714285714
-4.1259041432970103e-17,1.0,0.5918367346938775
4.019284092687596e-17,-1.0,0.6122448979591836
-3.9444235746829264e-17,1.0,0.6326530612244897
3.8331997841202516e-17,-1.0,0.6530612244897959
3.8364372400253374e-17,-1.0,0.673469387755102
3.7351243883654864e-17,-1.0,0.6938775510204082
3.647724233435081e-17,-1.0,0.7142857142857142
-3.58952230800983e-17,1.0,0.7346938775510203
3.552488400733656e-17,-1.0,0.7551020408163265
-3.4692599541137314e-17,1.0,0.7755102040816326
-3.39028839780146e-17,1.0,0.7959183673469387
-3.3510081522905424e-17,1.0,0.8163265306122448
3.2701614547197026e-17,-1.0,0.836734693877551
-3.21426025239877e-17,1.0,0.8571428571428571
-3.1544155551645766e-17,1.0,0.8775510204081632
3.167306252130689e-17,-1.0,0.8979591836734693
3.070250570099892e-17,-1.0,0.9183673469387754
-2.9740258998621544e-17,1.0,0.9387755102040816
2.910243648294556e-17,-1.0,0.9591836734693877
-2.9096763887434044e-17,1.0,0.9795918367346939
2.870723667400102e-17,-1.0,1.0
